bank_id,scenario_id,size_tier,sector_concentration,total_assets_usd,total_loans_usd,baseline_car_pct,baseline_liquidity_ratio_pct,baseline_roa_pct,gdp_shock_pp,unemp_shock_pp,rate_shock_pp,credit_spread_bps,inflation_shock_pp,fx_devaluation_pct,scenario_severity,weighted_pd_multiplier,projected_npl_ratio_pct,stressed_el_rate_pct,incremental_credit_loss_usd,car_after_pct,roa_after_pct,liquidity_after_pct,bank_condition
BANK_040,SCN_0015,medium,concentrated,31916136188.0,19685748010.0,14.159177276011087,128.34943917484028,0.7718044063371851,-10.22,6.43,1.42,372.9,11.78,19.39,adverse,3.254,4.664,3.036,522835933.0,11.8,-0.84,118.67,Healthy
BANK_001,SCN_0016,medium,concentrated,32427758012.0,22425587704.0,13.79295551718901,131.72444662718556,1.584490631917142,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.043,3.947,2.376,379385660.0,11.86,0.55,106.8,Healthy
BANK_002,SCN_0016,medium,diversified,22127519267.0,13812925912.0,14.697693196151016,118.03029030981152,1.1306806751823386,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.407,4.548,2.653,290024897.0,12.32,-0.13,88.8,Stressed
BANK_003,SCN_0016,large,diversified,49861173736.0,28166601290.0,16.383202004377647,115.21288745053953,0.8906010029512541,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.605,5.451,3.185,715652347.0,13.56,-0.47,87.61,Stressed
BANK_004,SCN_0016,medium,diversified,27001020572.0,17118064881.0,15.418764415417758,123.14097134890687,1.2365460651845248,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.173,3.416,2.088,240162466.0,13.14,0.34,109.83,Healthy
BANK_005,SCN_0016,small,diversified,2782358312.0,1848267249.0,13.810658251899817,151.5818251282087,1.3639966454293753,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.368,4.402,2.654,40496758.0,11.61,-0.11,132.78,Healthy
BANK_006,SCN_0016,large,concentrated,99469276659.0,60050391987.0,9.80969021814416,119.02563196139764,0.9627078918828516,-9.34,9.2,0.15,430.6,12.2,20.11,severe,2.792,2.383,1.285,479593115.0,8.58,0.51,106.21,Stressed
BANK_007,SCN_0016,medium,concentrated,18384768014.0,12624841695.0,14.068089006462612,144.11707241776466,1.0083664649025563,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.507,4.31,2.507,252113227.0,11.72,-0.3,133.58,Healthy
BANK_008,SCN_0016,medium,concentrated,11790860111.0,7548872160.0,11.025187544934033,115.2365251205067,1.193445003996418,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.69,5.647,3.745,241719318.0,9.07,-0.81,103.78,Stressed
BANK_009,SCN_0016,small,concentrated,4116788569.0,2677948111.0,13.974690967841736,121.04933596712488,1.183131525678578,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.415,4.572,2.501,51164382.0,11.71,-0.02,92.54,Stressed
BANK_010,SCN_0016,medium,concentrated,22889624802.0,14590256297.0,13.61978246854657,106.05152353399448,1.6958335738379413,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.027,3.084,2.035,201434957.0,11.72,0.86,74.04,Critical
BANK_011,SCN_0016,small,diversified,6574907650.0,4578254433.0,13.62966043181864,128.2778057074539,1.946483872660483,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.148,2.939,1.714,59575466.0,11.63,0.97,99.02,Stressed
BANK_012,SCN_0016,large,diversified,73180096007.0,41738612439.0,13.520566900009186,146.5792118087398,1.6427175930266107,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.176,4.242,2.456,829434668.0,11.52,0.57,119.99,Healthy
BANK_013,SCN_0016,medium,concentrated,30350609520.0,21081251885.0,10.832066284602924,73.3276776030339,1.0286942239379293,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.689,5.827,3.85,704983291.0,8.44,-1.3,62.29,Critical
BANK_014,SCN_0016,large,concentrated,81459034287.0,55494653633.0,12.410998716944285,109.3219952325289,0.872099035484124,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.275,3.678,2.326,1016299147.0,10.5,-0.35,94.51,Stressed
BANK_015,SCN_0016,medium,diversified,29038933937.0,19113119032.0,9.768629815215675,97.65231774020783,1.1165298860242667,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.497,4.857,2.911,462464586.0,8.14,-0.42,77.34,Critical
BANK_016,SCN_0016,small,diversified,9849974036.0,5795239982.0,14.698053425364172,141.7057400889182,1.446612562894892,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.464,4.701,2.861,130599386.0,12.28,0.13,105.89,Healthy
BANK_017,SCN_0016,medium,diversified,29305164920.0,16979677933.0,16.432086505723184,100.59700960697177,0.944921737714176,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.47,5.36,2.95,380472738.0,13.72,-0.32,69.91,Critical
BANK_018,SCN_0016,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.199,4.088,2.404,56411896.0,9.94,0.36,111.59,Stressed
BANK_019,SCN_0016,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.131,3.535,2.012,1099335123.0,12.09,-0.21,42.31,Critical
BANK_020,SCN_0016,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.318,3.916,2.239,167899583.0,12.07,0.53,69.06,Critical
BANK_021,SCN_0016,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.119,3.818,2.217,355658947.0,11.25,0.18,94.27,Stressed
BANK_022,SCN_0016,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.724,5.75,3.521,60171321.0,9.67,-1.45,65.74,Critical
BANK_023,SCN_0016,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.34,4.067,2.465,1006747913.0,9.98,-0.95,110.55,Stressed
BANK_024,SCN_0016,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.225,3.164,1.84,546466153.0,9.9,1.0,96.65,Stressed
BANK_025,SCN_0016,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.587,5.215,3.154,257847349.0,11.95,-0.74,85.83,Stressed
BANK_026,SCN_0016,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-9.34,9.2,0.15,430.6,12.2,20.11,severe,2.841,2.871,1.63,35748212.0,12.39,-0.0,89.05,Stressed
BANK_027,SCN_0016,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.287,3.95,2.423,309169978.0,13.09,-0.47,83.53,Stressed
BANK_028,SCN_0016,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.624,5.05,3.091,73799720.0,13.48,-0.22,89.21,Stressed
BANK_029,SCN_0016,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.343,4.306,2.473,40635098.0,12.38,-0.46,78.57,Critical
BANK_030,SCN_0016,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.487,4.558,2.754,328987109.0,10.53,-0.68,61.69,Critical
BANK_031,SCN_0016,medium,diversified,20566647581.0,11889639123.0,15.58351396443804,148.7260351312658,1.511765362850289,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.432,5.281,3.149,328099406.0,13.05,-0.06,131.66,Healthy
BANK_032,SCN_0016,large,concentrated,46596723176.0,26905562604.0,12.859743031972137,126.71682513866048,0.2,-9.34,9.2,0.15,430.6,12.2,20.11,severe,2.894,3.09,1.721,354113685.0,10.36,-0.57,99.31,Stressed
BANK_033,SCN_0016,small,diversified,1394440729.0,878064100.0,14.610265559441604,100.00575542661238,0.8833649469514913,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.299,4.59,2.682,19225804.0,12.34,-0.49,67.65,Critical
BANK_034,SCN_0016,small,diversified,4328062608.0,2821672673.0,12.18728351452741,111.71053868328283,1.553564151093497,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.197,4.016,2.416,55003117.0,10.37,0.24,80.67,Stressed
BANK_035,SCN_0016,medium,concentrated,28161317510.0,18684281893.0,15.381958094621424,143.75268785442242,1.381110019300947,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.145,3.653,2.116,286174757.0,13.13,0.42,110.71,Healthy
BANK_036,SCN_0016,small,concentrated,5925376930.0,3661944838.0,14.240109452428731,122.36695826776408,1.4778907272780932,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.079,3.741,2.152,63729824.0,12.21,0.37,106.69,Healthy
BANK_037,SCN_0016,small,concentrated,8317447991.0,5728471986.0,13.001939837845716,108.07822200687669,1.3034022506892615,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.283,4.878,2.612,123472079.0,10.99,-0.14,91.66,Stressed
BANK_038,SCN_0016,medium,concentrated,26629062776.0,19136899830.0,12.150335991087868,115.28341275650294,1.2263297013939114,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.58,4.913,3.167,487804099.0,10.07,-0.63,108.71,Stressed
BANK_039,SCN_0016,small,diversified,9294356121.0,5377344018.0,13.831304096288818,139.25315144973683,1.4090581053728517,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.457,4.592,2.537,110497550.0,11.56,0.19,126.17,Healthy
BANK_040,SCN_0016,medium,concentrated,31916136188.0,19685748010.0,14.159177276011087,128.34943917484028,0.7718044063371851,-9.34,9.2,0.15,430.6,12.2,20.11,severe,3.444,4.936,3.306,503500360.0,11.77,-0.8,116.33,Healthy
BANK_001,SCN_0017,medium,concentrated,32427758012.0,22425587704.0,13.79295551718901,131.72444662718556,1.584490631917142,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.277,2.954,1.58,220774321.0,12.51,0.83,111.67,Healthy
BANK_002,SCN_0017,medium,diversified,22127519267.0,13812925912.0,14.697693196151016,118.03029030981152,1.1306806751823386,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.485,3.317,1.716,153285136.0,13.14,0.47,110.3,Healthy
BANK_003,SCN_0017,large,diversified,49861173736.0,28166601290.0,16.383202004377647,115.21288745053953,0.8906010029512541,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.589,3.915,2.021,393434792.0,14.54,0.06,105.84,Healthy
BANK_004,SCN_0017,medium,diversified,27001020572.0,17118064881.0,15.418764415417758,123.14097134890687,1.2365460651845248,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.363,2.544,1.375,151291723.0,13.9,0.63,113.37,Healthy
BANK_005,SCN_0017,small,diversified,2782358312.0,1848267249.0,13.810658251899817,151.5818251282087,1.3639966454293753,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.471,3.23,1.727,22662818.0,12.36,0.49,137.8,Healthy
BANK_006,SCN_0017,large,concentrated,99469276659.0,60050391987.0,9.80969021814416,119.02563196139764,0.9627078918828516,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.15,1.834,0.89,322122417.0,8.98,0.72,105.07,Stressed
BANK_007,SCN_0017,medium,concentrated,18384768014.0,12624841695.0,14.068089006462612,144.11707241776466,1.0083664649025563,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.556,3.141,1.627,134876433.0,12.51,0.33,136.84,Healthy
BANK_008,SCN_0017,medium,concentrated,11790860111.0,7548872160.0,11.025187544934033,115.2365251205067,1.193445003996418,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.661,4.072,2.373,113030786.0,9.73,0.18,102.94,Stressed
BANK_009,SCN_0017,small,concentrated,4116788569.0,2677948111.0,13.974690967841736,121.04933596712488,1.183131525678578,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.461,3.294,1.589,29041781.0,12.51,0.52,97.85,Stressed
BANK_010,SCN_0017,medium,concentrated,22889624802.0,14590256297.0,13.61978246854657,106.05152353399448,1.6958335738379413,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.281,2.324,1.349,117117922.0,12.35,1.14,98.84,Stressed
BANK_011,SCN_0017,small,diversified,6574907650.0,4578254433.0,13.62966043181864,128.2778057074539,1.946483872660483,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.348,2.191,1.138,29244081.0,12.3,1.59,121.34,Healthy
BANK_012,SCN_0017,large,diversified,73180096007.0,41738612439.0,13.520566900009186,146.5792118087398,1.6427175930266107,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.359,3.151,1.619,440361889.0,12.19,1.04,131.44,Healthy
BANK_013,SCN_0017,medium,concentrated,30350609520.0,21081251885.0,10.832066284602924,73.3276776030339,1.0286942239379293,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.656,4.195,2.446,366640070.0,9.57,-0.15,55.83,Critical
BANK_014,SCN_0017,large,concentrated,81459034287.0,55494653633.0,12.410998716944285,109.3219952325289,0.872099035484124,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.419,2.717,1.511,563969990.0,11.15,0.27,100.61,Healthy
BANK_015,SCN_0017,medium,diversified,29038933937.0,19113119032.0,9.768629815215675,97.65231774020783,1.1165298860242667,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.533,3.518,1.867,249283945.0,8.7,0.19,80.58,Stressed
BANK_016,SCN_0017,small,diversified,9849974036.0,5795239982.0,14.698053425364172,141.7057400889182,1.446612562894892,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.52,3.42,1.838,69951266.0,13.1,0.84,123.62,Healthy
BANK_017,SCN_0017,medium,diversified,29305164920.0,16979677933.0,16.432086505723184,100.59700960697177,0.944921737714176,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.517,3.887,1.907,245511346.0,14.65,0.06,84.41,Stressed
BANK_018,SCN_0017,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.373,3.033,1.58,31380341.0,10.53,0.82,124.69,Healthy
BANK_019,SCN_0017,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.331,2.631,1.334,690170403.0,12.79,0.18,58.68,Critical
BANK_020,SCN_0017,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.418,2.853,1.442,84924652.0,12.85,1.01,69.97,Critical
BANK_021,SCN_0017,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.331,2.854,1.474,183169702.0,11.89,0.85,77.91,Critical
BANK_022,SCN_0017,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.663,4.112,2.226,32680428.0,11.79,-0.44,74.14,Critical
BANK_023,SCN_0017,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.451,2.985,1.601,521776968.0,11.7,-0.3,132.07,Healthy
BANK_024,SCN_0017,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.383,2.338,1.212,251831870.0,10.5,1.35,95.69,Stressed
BANK_025,SCN_0017,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.587,3.761,2.012,148813566.0,12.8,-0.06,95.11,Stressed
BANK_026,SCN_0017,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.177,2.2,1.117,19777359.0,12.99,0.28,110.01,Healthy
BANK_027,SCN_0017,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.426,2.915,1.584,180642202.0,13.89,-0.07,100.88,Healthy
BANK_028,SCN_0017,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.599,3.622,1.965,40665818.0,14.46,0.46,84.4,Stressed
BANK_029,SCN_0017,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.454,3.161,1.612,21943284.0,13.17,0.07,83.67,Stressed
BANK_030,SCN_0017,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.526,3.303,1.765,200382128.0,11.34,-0.18,58.34,Critical
BANK_031,SCN_0017,medium,diversified,20566647581.0,11889639123.0,15.58351396443804,148.7260351312658,1.511765362850289,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.498,3.844,2.027,185055564.0,13.92,0.7,134.48,Healthy
BANK_032,SCN_0017,large,concentrated,46596723176.0,26905562604.0,12.859743031972137,126.71682513866048,0.2,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.207,2.356,1.17,193925950.0,11.69,-0.28,108.22,Healthy
BANK_033,SCN_0017,small,diversified,1394440729.0,878064100.0,14.610265559441604,100.00575542661238,0.8833649469514913,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.434,3.386,1.76,10916219.0,13.11,0.13,96.72,Stressed
BANK_034,SCN_0017,small,diversified,4328062608.0,2821672673.0,12.18728351452741,111.71053868328283,1.553564151093497,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.368,2.975,1.584,29133850.0,10.98,0.91,105.1,Healthy
BANK_035,SCN_0017,medium,concentrated,28161317510.0,18684281893.0,15.381958094621424,143.75268785442242,1.381110019300947,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.332,2.709,1.383,164435523.0,13.9,0.69,136.92,Healthy
BANK_036,SCN_0017,small,concentrated,5925376930.0,3661944838.0,14.240109452428731,122.36695826776408,1.4778907272780932,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.296,2.79,1.435,31967145.0,12.9,0.95,102.55,Healthy
BANK_037,SCN_0017,small,concentrated,8317447991.0,5728471986.0,13.001939837845716,108.07822200687669,1.3034022506892615,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.401,3.567,1.715,69401554.0,11.69,0.44,92.78,Stressed
BANK_038,SCN_0017,medium,concentrated,26629062776.0,19136899830.0,12.150335991087868,115.28341275650294,1.2263297013939114,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.597,3.564,2.023,283606660.0,10.77,0.16,94.38,Stressed
BANK_039,SCN_0017,small,diversified,9294356121.0,5377344018.0,13.831304096288818,139.25315144973683,1.4090581053728517,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.503,3.325,1.635,59259860.0,12.35,0.84,124.97,Healthy
BANK_040,SCN_0017,medium,concentrated,31916136188.0,19685748010.0,14.159177276011087,128.34943917484028,0.7718044063371851,-5.93,4.58,3.27,245.1,5.63,19.04,adverse,2.528,3.624,2.118,308922922.0,12.62,-0.27,108.64,Healthy
BANK_001,SCN_0018,medium,concentrated,32427758012.0,22425587704.0,13.79295551718901,131.72444662718556,1.584490631917142,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.928,2.501,1.273,163498945.0,12.84,1.03,122.59,Healthy
BANK_002,SCN_0018,medium,diversified,22127519267.0,13812925912.0,14.697693196151016,118.03029030981152,1.1306806751823386,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.098,2.801,1.372,111295877.0,13.51,0.62,114.12,Healthy
BANK_003,SCN_0018,large,diversified,49861173736.0,28166601290.0,16.383202004377647,115.21288745053953,0.8906010029512541,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.195,3.319,1.623,278788399.0,14.95,0.39,106.27,Healthy
BANK_004,SCN_0018,medium,diversified,27001020572.0,17118064881.0,15.418764415417758,123.14097134890687,1.2365460651845248,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.979,2.131,1.091,99609900.0,14.3,0.8,115.6,Healthy
BANK_005,SCN_0018,small,diversified,2782358312.0,1848267249.0,13.810658251899817,151.5818251282087,1.3639966454293753,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.079,2.717,1.376,14944147.0,12.71,0.79,143.61,Healthy
BANK_006,SCN_0018,large,concentrated,99469276659.0,60050391987.0,9.80969021814416,119.02563196139764,0.9627078918828516,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.797,1.534,0.706,193733271.0,9.22,0.8,104.12,Stressed
BANK_007,SCN_0018,medium,concentrated,18384768014.0,12624841695.0,14.068089006462612,144.11707241776466,1.0083664649025563,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.137,2.627,1.286,93894942.0,12.9,0.51,124.74,Healthy
BANK_008,SCN_0018,medium,concentrated,11790860111.0,7548872160.0,11.025187544934033,115.2365251205067,1.193445003996418,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.244,3.434,1.885,86996802.0,10.03,0.6,95.66,Stressed
BANK_009,SCN_0018,small,concentrated,4116788569.0,2677948111.0,13.974690967841736,121.04933596712488,1.183131525678578,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.083,2.788,1.284,19655563.0,12.86,0.57,109.78,Healthy
BANK_010,SCN_0018,medium,concentrated,22889624802.0,14590256297.0,13.61978246854657,106.05152353399448,1.6958335738379413,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.912,1.948,1.072,75858523.0,12.69,1.34,90.33,Stressed
BANK_011,SCN_0018,small,diversified,6574907650.0,4578254433.0,13.62966043181864,128.2778057074539,1.946483872660483,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.968,1.837,0.905,17771285.0,12.65,1.66,117.22,Healthy
BANK_012,SCN_0018,large,diversified,73180096007.0,41738612439.0,13.520566900009186,146.5792118087398,1.6427175930266107,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.983,2.649,1.29,306515428.0,12.53,1.23,143.76,Healthy
BANK_013,SCN_0018,medium,concentrated,30350609520.0,21081251885.0,10.832066284602924,73.3276776030339,1.0286942239379293,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.25,3.555,1.952,272985505.0,9.85,0.14,62.74,Critical
BANK_014,SCN_0018,large,concentrated,81459034287.0,55494653633.0,12.410998716944285,109.3219952325289,0.872099035484124,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.021,2.27,1.195,365667148.0,11.47,0.41,94.35,Stressed
BANK_015,SCN_0018,medium,diversified,29038933937.0,19113119032.0,9.768629815215675,97.65231774020783,1.1165298860242667,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.148,2.983,1.501,182636565.0,8.95,0.56,81.49,Stressed
BANK_016,SCN_0018,small,diversified,9849974036.0,5795239982.0,14.698053425364172,141.7057400889182,1.446612562894892,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.127,2.887,1.468,45079773.0,13.48,1.04,134.18,Healthy
BANK_017,SCN_0018,medium,diversified,29305164920.0,16979677933.0,16.432086505723184,100.59700960697177,0.944921737714176,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.124,3.28,1.526,177369062.0,15.08,0.3,88.31,Stressed
BANK_018,SCN_0018,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.993,2.547,1.257,20637901.0,10.83,1.12,123.15,Healthy
BANK_019,SCN_0018,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.961,2.214,1.064,467109685.0,13.14,0.47,61.02,Critical
BANK_020,SCN_0018,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.047,2.416,1.163,57968728.0,13.2,1.22,77.38,Critical
BANK_021,SCN_0018,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.956,2.395,1.174,128128490.0,12.22,1.13,,Stressed
BANK_022,SCN_0018,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.257,3.485,1.778,23364032.0,12.13,-0.12,80.98,Stressed
BANK_023,SCN_0018,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.066,2.516,1.278,346588304.0,12.03,-0.06,128.17,Healthy
BANK_024,SCN_0018,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.017,1.979,0.971,187204307.0,10.78,1.49,106.02,Healthy
BANK_025,SCN_0018,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.189,3.182,1.612,99971393.0,13.18,0.24,107.76,Healthy
BANK_026,SCN_0018,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,1.824,1.843,0.888,13757880.0,13.34,0.42,108.72,Healthy
BANK_027,SCN_0018,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.037,2.448,1.26,122924030.0,14.29,0.34,106.87,Healthy
BANK_028,SCN_0018,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.215,3.087,1.593,,14.87,0.69,84.61,Stressed
BANK_029,SCN_0018,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.061,2.655,1.283,16388297.0,13.55,0.26,89.65,Stressed
BANK_030,SCN_0018,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.143,2.802,1.417,123503139.0,11.66,0.08,51.82,Critical
BANK_031,SCN_0018,medium,diversified,20566647581.0,11889639123.0,15.58351396443804,148.7260351312658,1.511765362850289,-6.02,4.05,1.04,182.2,0.0,8.12,moderate,2.108,3.244,1.621,134574539.0,14.31,0.84,143.18,Healthy
