loan_id,sector,pd_annual,lgd,ead,rwa,loan_amount
LN_000737,Real_Estate,0.01952,0.5652,3279308.0,2770050.0,3279308.0
LN_000738,Real_Estate,0.02138,not available,1629714.0,961304.0,1629714.0
LN_000739,Real_Estate,0.01865,0.3685,1492117.0,1126862.0,1492117.0
LN_000740,Real_Estate,0.01786,0.3359,1900030.0,1154764.0,1900030.0
LN_000741,Real_Estate,0.0118,0.3772,6155605.0,4333357.0,6155605.0
LN_000742,Real_Estate,0.01873,0.4433,6696182.0,4696046.0,6696182.0
LN_000743,Real_Estate,0.00747,0.1789,7708045.0,3270704.0,7708045.0
LN_000744,Real_Estate,0.0157,0.2703,3107591.0,1848773.0,3107591.0
LN_000745,Real_Estate,0.03275,0.2235,1764839.0,1205858.0,1764839.0
LN_000746,Real_Estate,0.03036,0.5195,402133.0,338664.0,402133.0
LN_000747,Real_Estate,0.01239,0.3493,4103356.0,2735363.0,4103356.0
LN_000748,Real_Estate,0.01322,0.3522,5000471.0,2878568.0,5000471.0
LN_000749,Real_Estate,0.03121,0.196,1441733.0,961442.0,1441733.0
LN_000750,Real_Estate,0.03834,0.4744,4836309.0,4231453.0,4836309.0
LN_000751,Real_Estate,0.00738,0.1381,7831529.0,3555640.0,7831529.0
LN_000752,Real_Estate,0.01262,0.2887,2372025.0,1269466.0,2372025.0
LN_000753,Real_Estate,0.01759,0.2632,6209986.0,3415372.0,6209986.0
LN_000754,Real_Estate,0.02882,0.257,2936299.0,2052062.0,2936299.0
LN_000755,Real_Estate,0.01027,0.1978,380843.0,212312.0,380843.0
LN_000756,Real_Estate,0.02159,0.2864,1345805.0,798124.0,1345805.0
LN_000757,Real_Estate,0.01345,0.2236,1432743.0,693906.0,1432743.0
LN_000758,Real_Estate,0.05152,0.4046,3666038.0,3448260.0,3666038.0
LN_000759,Real_Estate,0.01941,0.4738,910624.0,589131.0,910624.0
LN_000760,Real_Estate,0.01462,0.5666,1392294.0,1050516.0,1392294.0
LN_000761,Real_Estate,0.01322,0.3441,824872.0,474880.0,824872.0
LN_000762,Real_Estate,0.02657,0.4652,2077639.0,1402730.0,2077639.0
LN_000763,Real_Estate,0.02199,0.3953,2315431.0,1627301.0,2315431.0
LN_000764,Real_Estate,0.00908,0.4179,5723196.0,3560453.0,5723196.0
LN_000765,Real_Estate,0.01744,0.5123,4792208.0,3859057.0,4792208.0
LN_000766,Real_Estate,0.00799,0.2041,2545968.0,1579728.0,2545968.0
LN_000767,Real_Estate,0.0107,0.2758,2748869.0,1522163.0,2748869.0
LN_000768,Real_Estate,0.00817,0.5246,2408065.0,1771851.0,2408065.0
LN_000769,Real_Estate,0.00804,0.2041,2417391.0,1353046.0,2417391.0
LN_000770,Real_Estate,0.01108,0.1385,10143020.0,4704692.0,10143020.0
LN_000771,Real_Estate,0.00956,0.1658,179770.0,81370.0,179770.0
LN_000772,Real_Estate,0.02039,0.2755,1812153.0,1270687.0,1812153.0
LN_000773,Real_Estate,0.02334,0.5522,2953236.0,2282248.0,2953236.0
LN_000774,Real_Estate,0.01388,0.2142,6686175.0,3657110.0,6686175.0
LN_000775,Real_Estate,0.00892,0.4192,723181.0,446069.0,723181.0
LN_000776,Real_Estate,0.02343,0.3779,3055849.0,2105354.0,3055849.0
LN_000777,Real_Estate,0.00566,0.4189,5114805.0,2974380.0,5114805.0
LN_000778,Real_Estate,0.00593,0.2429,1383809.0,766114.0,1383809.0
LN_000779,Real_Estate,0.02254,0.391,320275.0,243412.0,320275.0
LN_000780,Real_Estate,0.02175,0.1804,1507440.0,841678.0,1507440.0
LN_000781,Real_Estate,0.02552,0.2589,650143.0,373196.0,650143.0
LN_000782,Real_Estate,0.01404,0.6992,4142097.0,3390317.0,4142097.0
LN_000783,Real_Estate,0.00831,0.2857,922557.0,442961.0,922557.0
LN_000784,Real_Estate,0.01212,0.4719,12817633.0,8300502.0,12817633.0
LN_000785,Real_Estate,MISSING,0.3416,2488707.0,1794548.0,2488707.0
LN_000786,Real_Estate,0.01065,0.6087,965489.0,831633.0,965489.0
LN_000787,Real_Estate,0.011,0.1601,1304313.0,678174.0,1304313.0
LN_000788,Real_Estate,0.00777,0.5716,724773.0,474849.0,724773.0
LN_000789,Real_Estate,0.00872,0.5081,3189340.0,2289256.0,3189340.0
LN_000790,Real_Estate,0.02389,0.344,9597131.0,5450854.0,9597131.0
LN_000791,Real_Estate,0.01966,0.1909,1741547.0,932731.0,1741547.0
LN_000792,Real_Estate,0.00873,0.209,5447369.0,3215841.0,5447369.0
LN_000793,Real_Estate,0.0091,0.37,841910.0,540778.0,841910.0
LN_000794,Real_Estate,0.0118,0.1073,2939802.0,1200321.0,2939802.0
LN_000795,Real_Estate,0.0206,not available,21631973.0,13170876.0,21631973.0
LN_000796,Real_Estate,0.0087,0.2978,529751.0,320889.0,529751.0
LN_000797,Real_Estate,0.01438,0.4359,"7,408,081",4969467.0,7408081.0
LN_000798,Real_Estate,0.00533,0.1735,6986197.0,3109479.0,6986197.0
LN_000799,Real_Estate,0.00832,0.1566,329642.0,166070.0,329642.0
LN_000800,Real_Estate,0.01933,0.2864,514710.0,304761.0,514710.0
LN_000801,Real_Estate,0.02456,0.3181,813884.0,467090.0,813884.0
LN_000802,Real_Estate,0.00875,0.2239,5691180.0,3204721.0,5691180.0
LN_000803,Real_Estate,0.01061,0.2508,1406710.0,726676.0,1406710.0
LN_000804,Real_Estate,0.02336,0.1082,1826970.0,907936.0,1826970.0
LN_000805,Real_Estate,0.01286,0.2216,4381727.0,2102943.0,4381727.0
LN_000806,Real_Estate,0.01192,0.3684,2429913.0,1540118.0,2429913.0
LN_000807,Real_Estate,0.02031,0.0896,2706335.0,1294325.0,2706335.0
LN_000808,Real_Estate,0.01727,0.416,1565973.0,1112852.0,1565973.0
LN_000809,Real_Estate,0.02735,0.2989,6644676.0,4401247.0,6644676.0
LN_000810,Real_Estate,0.02332,0.644,991698.0,887642.0,991698.0
LN_000811,Real_Estate,0.01172,0.1849,11524913.0,5762697.0,11524913.0
LN_000812,Real_Estate,0.01474,0.4431,1539290.0,995642.0,1539290.0
LN_000813,Real_Estate,0.01519,0.2227,971820.0,449808.0,971820.0
LN_000814,Real_Estate,0.00792,0.241,4119150.0,1946833.0,4119150.0
LN_000815,Real-Estate,0.0096,0.1169,3386710.0,1710072.0,3386710.0
LN_000816,Real_Estate,2.55%,0.2451,297722.0,234305.0,297722.0
LN_000817,Real_Estate,0.00706,0.0723,2690559.0,987487.0,2690559.0
LN_000818,Real_Estate,0.0258,0.3516,558972.0,359839.0,558972.0
LN_000819,Real_Estate,0.01807,0.3962,940477.0,649238.0,940477.0
LN_000820,Real_Estate,0.0146,0.5467,4733290.0,3593772.0,4733290.0
LN_000821,Real_Estate,0.02052,0.3059,909576.0,550171.0,909576.0
LN_000822,Real_Estate,0.01989,0.1347,3072880.0,1673405.0,3072880.0
LN_000823,Real_Estate,0.02873,0.3943,1472987.0,966972.0,1472987.0
LN_000824,Real_Estate,0.01281,0.361,14875095.0,9041217.0,14875095.0
LN_000825,Real_Estate,0.01397,0.547,1954724.0,1518177.0,1954724.0
LN_000826,Real_Estate,None,0.3668,664234.0,473836.0,664234.0
LN_000827,real_estate,4.03%,0.1583,712344.0,475613.0,712344.0
LN_000828,Real_Estate,0.02518,0.3013,"868,689",565611.0,868689.0
LN_000829,Real_Estate,0.00985,0.1544,2439475.0,1253421.0,2439475.0
LN_000830,Real_Estate,0.01325,0.3342,2140091.0,1424598.0,2140091.0
LN_000831,Real_Estate,0.011,0.26,5655170.0,3282662.0,5655170.0
LN_000832,Real_Estate,0.01578,0.3506,2534410.0,1514025.0,2534410.0
LN_000833,Real_Estate,0.01745,n.a.,2437330.0,1664891.0,2437330.0
LN_000834,Real_Estate,0.04953,0.3132,2961416.0,2561180.0,2961416.0
LN_000835,Real_Estate,0.00627,0.3297,1880945.0,998382.0,1880945.0
LN_000836,Real_Estate,0.02626,n.a.,2866637.0,1592871.0,2866637.0
LN_000837,Real_Estate,0.01952,0.4583,4681036.0,3472350.0,4681036.0
LN_000838,Real_Estate,0.01102,0.2921,4680286.0,2772105.0,4680286.0
LN_000839,Real_Estate,0.01455,0.0932,1239248.0,661630.0,1239248.0
LN_000840,Real_Estate,0.01223,0.4753,364712.0,250370.0,364712.0
LN_000841,Real_Estate,0.01608,0.4536,951832.0,629375.0,951832.0
LN_000842,Real_Estate,0.02599,0.4046,2829816.0,1992386.0,2829816.0
LN_000843,Real_Estate,0.00733,0.4306,177176.0,102216.0,177176.0
LN_000844,Real_Estate,0.03032,0.3477,1325658.0,892674.0,1325658.0
LN_000845,Real_Estate,0.01301,0.5628,3340848.0,2362072.0,3340848.0
LN_000846,Real_Estate,0.03335,0.3407,1212565.0,861851.0,1212565.0
LN_000847,Real_Estate,0.0193,0.3739,696306.0,504278.0,696306.0
LN_000848,Real_Estate,0.02914,0.3228,12299635.0,7856492.0,12299635.0
LN_000849,Real_Estate,0.02085,0.1981,8500467.0,4922829.0,8500467.0
LN_000850,Real_Estate,0.02706,0.3168,1643003.0,1075691.0,1643003.0
LN_000851,Real_Estate,0.01616,0.1974,7980809.0,5003381.0,7980809.0
LN_000852,Real_Estate,0.01035,0.2841,7787768.0,4508110.0,7787768.0
LN_000853,Real_Estate,0.02201,0.4968,686422.0,503977.0,686422.0
LN_000854,Real_Estate,0.02244,0.3396,30984384.0,21980622.0,30984384.0
LN_000855,Real_Estate,0.04501,0.4051,831711.0,701727.0,831711.0
LN_000856,Real_Estate,0.00575,0.2791,1630987.0,834887.0,1630987.0
LN_000857,Real_Estate,0.01424,0.4517,709141.0,537328.0,709141.0
LN_000858,Real_Estate,0.02677,0.247,2290892.0,1556254.0,2290892.0
LN_000859,Real_Estate,0.00839,0.44,568910.0,412959.0,568910.0
LN_000860,Real_Estate,0.01403,0.3026,2102600.0,1378683.0,2102600.0
LN_000861,Real_Estate,0.04546,0.4942,6247968.0,5815064.0,6247968.0
LN_000862,Real_Estate,0.032,0.2098,2619080.0,1732683.0,2619080.0
LN_000863,Real_Estate,0.01012,0.4542,1623374.0,980862.0,1623374.0
LN_000864,Real_Estate,0.03216,0.3685,9914626.0,7718748.0,9914626.0
LN_000865,Real_Estate,0.02849,-,862043.0,757262.0,862043.0
LN_000866,Real_Estate,0.02324,0.3168,5560224.0,3863978.0,5560224.0
LN_000867,Real Estate,0.01905,-,1560334.0,1161052.0,1560334.0
LN_000868,Real_Estate,0.01774,0.4294,2617933.0,1717378.0,2617933.0
LN_000869,Real_Estate,0.01018,0.253,2176068.0,1083627.0,2176068.0
LN_000870,Real_Estate,0.01216,0.1322,2395459.0,1265196.0,2395459.0
LN_000871,Real_Estate,0.02274,0.4494,1997356.0,1589057.0,1997356.0
LN_000872,Real_Estate,0.0169,0.2001,963184.0,524888.0,963184.0
LN_000873,Real_Estate,0.03979,0.5512,1191774.0,1087237.0,1191774.0
LN_000874,Real_Estate,0.01333,0.2209,3269831.0,2020945.0,3269831.0
LN_000875,Real_Estate,0.00473,0.3152,1886411.0,958437.0,1886411.0
LN_000876,Real_Estate,0.01333,0.4644,656427.0,437388.0,656427.0
LN_000877,Real_Estate,0.01811,0.272,1036666.0,570666.0,1036666.0
LN_000878,Real_Estate,0.01909,0.4561,1049031.0,809715.0,1049031.0
LN_000879,Real_Estate,0.01631,0.4281,1983370.0,1376869.0,1983370.0
LN_000880,Real_Estate,0.01044,0.3697,2502684.0,1478830.0,2502684.0
LN_000881,Real_Estate,0.03334,0.2051,2291461.0,1325538.0,2291461.0
LN_000882,Real_Estate,0.01131,0.4339,1087331.0,701851.0,1087331.0
LN_000883,Real_Estate,0.02252,0.3094,2126331.0,1494345.0,2126331.0
LN_000884,Real_Estate,0.01366,0.0939,531226.0,248014.0,531226.0
LN_000885,Real_Estate,0.00866,0.4369,116684.0,72244.0,116684.0
LN_000886,Real_Estate,0.03203,0.3675,1972913.0,1527172.0,1972913.0
LN_000887,Real_Estate,0.00449,0.1042,398543.0,147855.0,398543.0
LN_000888,Real_Estate,0.01031,0.3274,807426.0,478370.0,807426.0
LN_000889,Real_Estate,0.01961,0.424,622567.0,453560.0,622567.0
LN_000890,Real_Estate,0.01321,0.2944,3894010.0,2143575.0,3894010.0
LN_000891,Real_Estate,0.023,0.527,618782.0,454573.0,618782.0
LN_000892,Real_Estate,0.01503,0.0725,2729798.0,1338557.0,2729798.0
LN_000893,Real_Estate,0.0126,0.6029,1269251.0,952277.0,1269251.0
LN_000894,Real_Estate,0.04661,0.181,600424.0,429612.0,600424.0
LN_000895,Real_Estate,0.01416,0.329,427543.0,266886.0,427543.0
LN_000896,Real_Estate,0.01461,0.3217,3271428.0,2040400.0,3271428.0
LN_000897,Real_Estate,0.0092,0.2633,3029921.0,1521339.0,3029921.0
LN_000898,Real_Estate,0.01088,0.3598,4460165.0,2578637.0,4460165.0
LN_000899,Real_Estate,0.02189,0.1408,12825756.0,7428092.0,12825756.0
LN_000900,Real_Estate,0.02098,0.515,2693932.0,2189897.0,2693932.0
LN_000901,Real_Estate,0.01584,0.4455,2716529.0,2051999.0,2716529.0
LN_000902,Real_Estate,0.01115,0.5883,1810609.0,1261207.0,1810609.0
LN_000903,Real_Estate,unknown,0.3019,2274460.0,1597571.0,2274460.0
LN_000904,Real_Estate,0.00675,0.445,1440399.0,966600.0,1440399.0
LN_000905,Real_Estate,0.01335,0.2921,835225.0,490607.0,835225.0
LN_000906,Real_Estate,0.01396,0.3021,14982292.0,9323932.0,14982292.0
LN_000907,Real_Estate,0.01038,0.6796,316780.0,261470.0,316780.0
LN_000908,Real_Estate,0.01711,0.3149,2625166.0,1871055.0,2625166.0
LN_000909,Real_Estate,0.01135,0.5518,3167804.0,2114459.0,3167804.0
LN_000910,Real_Estate,0.01061,0.282,2362598.0,1410044.0,2362598.0
LN_000911,Real_Estate,0.03907,0.05,776409.0,468368.0,776409.0
LN_000912,Real_Estate,0.02299,0.3003,1675283.0,1074059.0,1675283.0
LN_000913,Real_Estate,0.02892,0.1097,1277933.0,816637.0,1277933.0
LN_000914,real_estate,0.01629,0.248,691357.0,430742.0,691357.0
LN_000915,Real_Estate,0.02573,0.2427,1930589.0,1131046.0,1930589.0
LN_000916,Real_Estate,0.02348,0.4478,1343763.0,969417.0,1343763.0
LN_000917,Real_Estate,0.02915,0.1075,1161589.0,689590.0,1161589.0
LN_000918,Real_Estate,0.05196,0.2346,3989969.0,2869368.0,3989969.0
LN_000919,Real_Estate,0.0142,0.4933,698006.0,521894.0,698006.0
LN_000920,Real_Estate,0.01811,0.3444,3122593.0,2006902.0,3122593.0
LN_000921,Real_Estate,0.01551,0.3385,1090807.0,693388.0,1090807.0
LN_000922,Real_Estate,0.00274,0.5095,3075545.0,2035154.0,3075545.0
LN_000923,Real_Estate,0.00792,0.1995,2148919.0,1278878.0,2148919.0
LN_000924,Real_Estate,0.01607,0.2688,2548477.0,1515005.0,2548477.0
LN_000925,Real_Estate,0.02187,0.2817,751948.0,463846.0,751948.0
LN_000926,Real_Estate,0.01195,0.4045,921788.0,671738.0,921788.0
LN_000927,Real_Estate,0.02812,,849437.0,671992.0,849437.0
LN_000928,Real_Estate,0.03029,0.3178,2375266.0,1612759.0,2375266.0
LN_000929,Real_Estate,unknown,0.4754,4207996.0,2604870.0,4207996.0
LN_000930,Energy,0.02522,0.5705,1074793.0,879677.0,1074793.0
LN_000931,Energy,0.0169,0.3831,168979.0,111813.0,168979.0
LN_000932,Energy,0.01865,0.351,10811870.0,7233726.0,10811870.0
LN_000933,Energy,0.01604,0.2613,827384.0,488136.0,827384.0
LN_000934,Energy,0.01382,0.5867,1787402.0,1310077.0,1787402.0
LN_000935,Energy,0.01002,0.5739,687211.0,442207.0,687211.0
LN_000936,Energy,0.01004,not available,2922372.0,2052323.0,2922372.0
LN_000937,Energy,0.0183,0.3296,481787.0,322349.0,481787.0
LN_000938,Energy,0.01571,0.4785,2224599.0,1473435.0,2224599.0
LN_000939,Energy,0.03314,0.3797,1698872.0,1327113.0,1698872.0
LN_000940,Energy,0.01015,0.3008,4884023.0,2904718.0,4884023.0
LN_000941,Energy,0.01162,0.5229,713685.0,506479.0,713685.0
LN_000942,Energy,0.00892,0.3275,1093389.0,536453.0,1093389.0
LN_000943,Energy,0.02924,0.261,1622278.0,985603.0,1622278.0
LN_000944, Energy,0.00804,0.2426,"14,992,945",7502511.0,14992945.0
LN_000945,Energy,0.02166,not available,497044.0,435953.0,497044.0
LN_000946,Energy,0.03012,0.5584,2678650.0,2126125.0,2678650.0
LN_000947,Energy,0.0138,0.7261,1085214.0,882900.0,1085214.0
LN_000948,Energy,0.02117,0.5507,2729300.0,1973899.0,2729300.0
LN_000949,Energy,0.00517,0.6611,3782337.0,2718471.0,3782337.0
LN_000950,Energy,0.01222,0.7721,2318051.0,2002223.0,2318051.0
LN_000951,Energy,0.00651,0.606,2602764.0,1607477.0,2602764.0
LN_000952,Energy,0.01611,0.3793,2644047.0,1354807.0,2644047.0
LN_000953,Energy,0.01486,0.2892,1155442.0,727943.0,1155442.0
LN_000954,Energy,0.01012,-,1646467.0,1223100.0,1646467.0
LN_000955,Energy,0.02361,0.5612,415989.0,319815.0,415989.0
LN_000956,Energy,0.01764,0.3735,1441215.0,1020865.0,1441215.0
LN_000957,Energy,0.01143,0.3538,970708.0,640972.0,970708.0
LN_000958,Energy,0.01149,0.5156,1585077.0,945578.0,1585077.0
LN_000959,Energy,0.00716,0.4821,4081360.0,2646423.0,4081360.0
LN_000960,Energy,0.01351,0.4024,2909509.0,2055275.0,2909509.0
LN_000961,Energy,unknown,0.2562,3165181.0,2245428.0,3165181.0
LN_000962,Energy,0.01042,0.3016,5789175.0,3250287.0,5789175.0
LN_000963,Energy,0.01823,0.6885,207340.0,183365.0,207340.0
LN_000964,Energy,0.01129,0.5901,3042891.0,2214101.0,3042891.0
LN_000965,Energy,0.02203,0.4642,1971435.0,1333519.0,1971435.0
LN_000966,Energy,0.0184,0.5795,1836617.0,1365652.0,1836617.0
LN_000967,Energy,0.0132,0.5899,579337.0,397495.0,579337.0
LN_000968,Energy,0.00613,0.6067,3406458.0,2544066.0,3406458.0
LN_000969,Energy,0.01149,0.5165,6029481.0,3711517.0,6029481.0
LN_000970,Energy,0.0268,0.7698,5374250.0,5282431.0,5374250.0
LN_000971,Energy,0.01313,0.4441,1855763.0,1093998.0,1855763.0
LN_000972,Energy,0.02021,0.3667,3704439.0,2496371.0,3704439.0
LN_000973,Energy,0.01168,0.319,4854815.0,2529169.0,4854815.0
LN_000974,Energy,0.00589,0.7579,11469473.0,9004404.0,11469473.0
LN_000975,Energy,0.01829,0.2579,6491216.0,4227785.0,6491216.0
LN_000976,Energy,0.01735,0.2668,2304410.0,1510797.0,2304410.0
LN_000977,Energy,0.01113,0.3648,2202079.0,1500212.0,2202079.0
LN_000978,Energy,0.01234,0.5228,2359290.0,1665230.0,2359290.0
LN_000979,Energy,MISSING,0.6565,2498374.0,2042952.0,2498374.0
LN_000980,Energy,0.01106,0.2983,1252054.0,739604.0,1252054.0
LN_000981,Energy,0.01758,0.323,4200422.0,2783184.0,4200422.0
LN_000982,Energy,0.0134,0.5066,1038680.0,714361.0,1038680.0
LN_000983,Energy,0.00462,0.4624,935548.0,641499.0,935548.0
LN_000984,Energy,0.0138,0.1844,2819902.0,1548633.0,2819902.0
LN_000985,Energy,0.01103,0.2778,1162357.0,726275.0,1162357.0
LN_000986,Energy,0.0098,0.6332,"1,591,347",1240657.0,1591347.0
LN_000987,Energy,0.01808,0.5701,276941.0,222835.0,276941.0
LN_000988,Energy,1.16%,0.6534,4287515.0,3178815.0,4287515.0
LN_000989,Energy,0.01936,0.4485,1996465.0,1378960.0,1996465.0
LN_000990,Energy,0.02545,0.2438,"1,778,144",1015159.0,1778144.0
LN_000991,Energy,0.01591,0.593,3123056.0,2359623.0,3123056.0
LN_000992,Energy,0.0069,0.663,2453537.0,1830133.0,2453537.0
LN_000993,Energy,0.01033,0.4645,1029651.0,728931.0,1029651.0
LN_000994,Energy,0.02328,0.766,13600107.0,11515937.0,13600107.0
LN_000995,Energy,0.01305,0.5488,1305449.0,1162512.0,1305449.0
LN_000996,Energy,0.00995,0.512,5084271.0,3477118.0,5084271.0
LN_000997,Energy,0.01419,0.3806,11508029.0,8125031.0,11508029.0
LN_000998,Energy,0.01902,n.a.,1109907.0,841467.0,1109907.0
LN_000999,Energy,0.01686,0.4814,2194145.0,1291507.0,2194145.0
LN_001000,Energy,0.02042,0.4012,918883.0,623636.0,918883.0
LN_001001,Energy,0.00987,0.2831,5464231.0,3482173.0,5464231.0
LN_001002,Energy,0.01296,0.308,1457431.0,691671.0,1457431.0
LN_001003,Energy,0.0131,0.7354,702088.0,610940.0,702088.0
LN_001004,Energy,0.01468,0.3175,7045410.0,3984776.0,7045410.0
LN_001005,Energy,0.00527,0.3178,4814920.0,2560339.0,4814920.0
LN_001006,Energy,0.01321,0.435,858967.0,582675.0,858967.0
LN_001007,Energy,0.00765,0.2138,6202354.0,2597803.0,6202354.0
LN_001008,Energy,0.02951,0.4047,2416180.0,1831627.0,2416180.0
LN_001009,Energy,0.03204,0.2676,26750714.0,17541557.0,26750714.0
LN_001010,Energy,0.03408,0.406,10302320.0,7612982.0,10302320.0
LN_001011,Energy,0.02216,0.4253,1180514.0,886096.0,1180514.0
LN_001012,Energy,0.01168,0.628,1550080.0,1456316.0,1550080.0
LN_001013,Energy,0.02386,0.5641,867910.0,711028.0,867910.0
LN_001014,Energy,0.01345,0.2921,2275777.0,1405723.0,2275777.0
LN_001015,Energy,0.0201,NA,2096271.0,1365880.0,2096271.0
LN_001016,Energy,0.00951,0.5834,4044355.0,2792120.0,4044355.0
LN_001017,Enrgy,None,0.2783,2175676.0,1264744.0,2175676.0
LN_001018,Energy,0.0187,0.5083,492091.0,401696.0,492091.0
LN_001019,Energy,0.03569,0.3793,923410.0,720982.0,923410.0
LN_001020,Energy,0.01468,0.4755,7721804.0,5735141.0,7721804.0
LN_001021,Energy,0.04528,0.5094,6028973.0,5360375.0,6028973.0
LN_001022,Energy,0.05804,0.3095,1716058.0,1704180.0,1716058.0
LN_001023,Energy,0.00789,0.2117,1758473.0,756004.0,1758473.0
LN_001024,Energy,-999,0.4579,1704493.0,1223275.0,1704493.0
LN_001025,Energy,0.00929,0.5793,2045256.0,1533855.0,2045256.0
LN_001026,Energy,0.01388,0.5023,403382.0,290995.0,403382.0
LN_001027,Energy,0.01142,0.5296,4701983.0,3067997.0,4701983.0
LN_001028,Enrgy,0.01439,0.3877,1068028.0,631344.0,1068028.0
LN_001029,Energy,0.02396,0.7612,2302368.0,2070092.0,2302368.0
LN_001030,Energy,0.02366,0.6528,179294.0,153189.0,179294.0
LN_001031,Energy,0.01692,0.4278,2501957.0,1562609.0,2501957.0
LN_001032,Energy,0.0149,0.5343,7176558.0,4868399.0,7176558.0
LN_001033,Energy,0.01578,0.5513,236910.0,183429.0,236910.0
LN_001034,Energy,0.01584,0.634,8530143.0,7197101.0,8530143.0
LN_001035,Energy,0.01976,0.506,3140670.0,2252407.0,3140670.0
LN_001036,Energy,0.01492,0.6009,993658.0,728772.0,993658.0
LN_001037,Energy,0.01908,0.4602,440340.0,299254.0,440340.0
LN_001038,Energy,0.00779,0.366,6070651.0,4372468.0,6070651.0
LN_001039,ENERGY,0.02203,0.4523,2566312.0,1934275.0,2566312.0
LN_001040,Energy,0.03531,0.3653,3523860.0,2670354.0,3523860.0
LN_001041,Energy,0.0163,0.6102,1543542.0,1284199.0,1543542.0
LN_001042,Energy,0.0074,0.533,934536.0,748226.0,934536.0
LN_001043,Energy,0.02903,0.4792,4592588.0,3878796.0,4592588.0
LN_001044,Energy,0.01265,0.5331,803810.0,519210.0,803810.0
LN_001045,Energy,0.0034,,4729798.0,2792446.0,4729798.0
LN_001046,Energy,0.01337,0.46,405550.0,268142.0,405550.0
LN_001047,Energy,0.02009,0.4026,826545.0,556303.0,826545.0
LN_001048,Energy,0.01801,0.321,499756.0,285792.0,499756.0
LN_001049,Energy,0.02751,0.4109,6989309.0,5029581.0,6989309.0
LN_001050,Energy,0.02025,0.4637,375548.0,251772.0,375548.0
LN_001051,Energy,0.01584,0.3087,673522.0,424274.0,673522.0
LN_001052,energy,0.00561,0.2255,3758886.0,1909695.0,3758886.0
LN_001053,Energy,0.00859,0.267,2489381.0,1184130.0,2489381.0
LN_001054,Energy,0.01628,0.2723,16248878.0,8288036.0,16248878.0
LN_001055,Energy,0.02083,0.388,11619421.0,7697047.0,11619421.0
LN_001056,Energy,0.00897,0.5029,3607970.0,2565419.0,3607970.0
LN_001057,Energy,0.01101,0.5264,3867424.0,2817141.0,3867424.0
LN_001058,Energy,0.0188,0.4077,349440.0,238232.0,349440.0
LN_001059,Energy,0.00579,0.4107,861028.0,381569.0,861028.0
LN_001060,Energy,0.00569,0.6346,1461137.0,1032193.0,1461137.0
LN_001061,Energy,0.0133,0.5125,1687521.0,1135039.0,1687521.0
LN_001062,Energy,0.01688,0.4418,536938.0,362709.0,536938.0
LN_001063,Energy,0.01176,0.2941,820959.0,426260.0,820959.0
LN_001064,Energy,0.00479,0.3883,889677.0,505916.0,889677.0
LN_001065,Energy,0.01508,0.587,5523221.0,4020978.0,5523221.0
LN_001066,Energy,0.00772,0.5014,3004288.0,2422081.0,3004288.0
LN_001067,Energy,0.0206,0.6228,"1,455,765",1236568.0,1455765.0
LN_001068,Energy,0.01418,0.4051,1536234.0,992690.0,1536234.0
LN_001069,Energy,0.01699,0.5044,2641987.0,1915369.0,2641987.0
LN_001070,Energy,0.02047,0.375,1026034.0,688630.0,-1026034.0
LN_001071,Energy,0.01149,0.391,1554180.0,996886.0,1554180.0
LN_001072,Energy,0.02245,0.3989,385322.0,262702.0,385322.0
LN_001073,Energy,0.02758,0.3443,3794174.0,2663272.0,3794174.0
LN_001074,Energy,0.01814,0.4372,5013623.0,3753936.0,5013623.0
LN_001075,Energy,0.02879,0.4947,2827307.0,2359300.0,2827307.0
LN_001076,Energy,0.01093,0.457,3156891.0,2148138.0,3156891.0
LN_001077,Energy,0.02346,0.5502,2835321.0,2433128.0,2835321.0
LN_001078,Energy,0.01703,0.4974,14088372.0,10355065.0,14088372.0
LN_001079,Energy,0.00915,0.4904,2429065.0,1514283.0,2429065.0
LN_001080,Energy,0.01434,0.4341,564003.0,330047.0,564003.0
LN_001081,Energy,0.01147,0.5893,733168.0,517656.0,733168.0
LN_001082,Energy,0.01134,0.2721,3948875.0,2221587.0,3948875.0
LN_001083,Energy,0.01557,0.5295,5545454.0,4173336.0,5545454.0
LN_001084,Energy,0.02522,0.5314,4178087.0,3533062.0,4178087.0
LN_001085,Energy,0.01274,0.2904,4464160.0,2479309.0,4464160.0
LN_001086,Energy,0.01586,0.5067,2388847.0,1627960.0,2388847.0
LN_001087,Energy,0.00721,0.5279,480649.0,346209.0,480649.0
LN_001088,ENERGY,0.01572,0.197,1013314.0,617818.0,1013314.0
LN_001089,Energy,999,0.5886,353117.0,284675.0,353117.0
LN_001090,Energy,0.02227,0.4929,1378297.0,1060771.0,1378297.0
LN_001091,Energy,0.01887,0.2719,541180.0,367854.0,541180.0
LN_001092,Energy,0.01149,0.3754,2189062.0,1399853.0,2189062.0
LN_001093,energy,0.00921,0.3694,1695345.0,1023356.0,1695345.0
LN_001094,Energy,0.01424,0.6157,308523.0,206045.0,308523.0
LN_001095,Energy,0.00769,0.2516,4023797.0,2410300.0,4023797.0
LN_001096,Energy,0.0081,0.4879,4133167.0,2881623.0,4133167.0
LN_001097,Energy,-999,0.5772,525793.0,428228.0,525793.0
LN_001098,ENERGY,0.00947,0.2862,2288683.0,1233375.0,2288683.0
LN_001099,Energy,0.03629,0.5622,3961980.0,3218956.0,3961980.0
